Dataset,id,tweet,Analysis,g4AG_C,g4EX_C,g3AG_C,g3EX_C
,1060,How much is John McCains funeral costing tax payers? Not including his no vote to scrap Obamacare. Next time use our hard earned money for something useful like building the wall!!#BuildThatWall#McCainFuneral #Baloney,"The total score would be computed as follows:

Aggressive Items (AI): 
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Aggressive Adjective Phrases: 0 points
- Controversial Content: 1 point
- Counter-Factual Expressions About People: 0 points

Aggression Catalyzers (AC): 
- Aggressive Adverbial Phrases: 0.5 points
- Strong Expressions: 0.5 points
- Rhetorical Questions: 0.5 points
- Imperative Sentences: 0.5 points
- Ironic Expressions: 0 points

Total Score = (AI total) + (AC total) = (1+1+0+1+0) + (0.5+0.5+0.5+0.5+0) = 4 + 2 = 6 points.",2,1,2,1
,6701,@DivvyLad @baronessbatz @JohnMoylan01 @GreatOrmondSt @TfLTPH Shut up you bald cunt,"Total Points Calculation:

Aggressive Items (AI):
- Aggressive Verbal Phrases: ""Shut up"" = 1 point
- Aggressive Adjective Phrases: ""you bald cunt"" = 1 point

Aggression Catalyzers (AC):
- Imperative Sentences: ""Shut up"" = 0.5 points
- Strong Expressions: ""you bald cunt"" = 0.5 points

Total Points: 1 (AVP) + 1 (AAP) + 0.5 (IS) + 0.5 (SE) = 3 points.",2,1,2,1
,2688,"Our ancestors have thus lived here for millennia, yet, we are being denied our identity by mass immigration and the successive governments that are complicit. We are told that there is no such thing as the British race as we are all mixed between numerous ethnic groups. .... https://t.co/KAw4nByScZ","The total points are calculated as follows:

Aggressive Items (AI):
There are 3 AI categories identified in the text. 
- Aggressive Determiner/Noun Phrases
- Aggressive Verbal Phrases
- Controversial Content

Each AI category is worth 1 point, so 3 AI categories = 3 * 1 = 3 points

Aggression Catalyzers (AC):
There are 2 AC categories identified in the text.
- Aggressive Adverbial Phrases
- Strong Expressions 

Each AC category is worth 0.5 points, so 2 AC categories = 2 * 0.5 = 1 point

Total Points = AI points + AC points = 3 + 1 = 4 points. 

So, the total score for this text is 4 points.",2,1,2,1
,1834,Detaining Immigrant Kids Is Now a Billion-Dollar Industry https://t.co/UzBb8BnBQh,"The total points for this text are 2.5 points, calculated as follows:

AI categories:
- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point

AC category:
- Strong Expressions: 0.5 points.",2,1,2,1
,8557,was it a secret its plain 2cthey whore out the women & men use2gain what they want bid them to filth Evil they w/o… https://t.co/rw23bYfBw3,"Based on the identified categories, the total points would be calculated as follows:

Aggressive Items (AI): 
There are two categories identified (Aggressive Verbal Phrases and Controversial Content) which would award 2 points (1 point per category).

Aggression Catalyzers (AC):
There are three categories identified (Rhetorical Questions, Strong Expressions, and Imperative Sentences) which would award 1.5 points (0.5 points per category).

In total, this gives us 2 (AI) + 1.5 (AC) = 3.5 points.",2,1,2,1
,5340,"@chAinedDesiress I know you do, slut https://t.co/Q39cuUKocS","Based on the identified categories and the points assignment rules, the total points would be 1. This is because there's one instance of Aggressive Items (AI), specifically an Aggressive Determiner/Noun Phrase, identified in the text and no Aggression Catalyzers (AC) were found. Since each AI has a value of 1 point and no AC (worth 0.5 points each) were found, the total score is 1.",1,1,1,1
,1323,"We all know there's gonna be some #MAGA nut who sees this, realizes having no uniform &amp; not showing ID has no consequences, has the idea of impersonating an ICE agent with an equally racist friend to 'deal' with the pesky immigrant in their  area https://t.co/8qs4bLkkhj","Total Points Calculation:

- AI Categories: 3 (1 point for each; Controversial Content, Aggressive Determiner/Noun Phrases, Aggressive Verbal Phrases)
- AC Categories: 1 (0.5 point for each; Strong Expressions, Ironic Expressions)

Total: 3 (AI Categories) + 1 (AC Categories) = 4 points.",2,1,2,1
,4136,Federal judge says Trump must fully restore DACA https://t.co/AYbUdZYWCo  ABOUT TIME FOR DACA TO BE A LEGAL LAW,"Based on the points assignment rules, since no Aggressive Items (AI) category is identified, the total score is 0, regardless of AC scores.",0,1,0,0
,3389,@realDonaldTrump Join the Patriots & order a laser engraved brick to help #BuildThatWall today @,"The total score would be calculated as follows:

For AI categories:
- Aggressive Verbal Phrases score: 1 
- Controversial Content score: 1 

For AC categories:
- Imperative Sentences score: 0.5 
- Strong Expressions score: 0.5 

Summing these up we get a total of 3 points.",2,1,2,1
,3864,"US Navy Seal, which killed Osama wrote a book. It tells how this specialforces work today. https://t.co/NLF7W7j60S",The total points will be 0 as no Aggressive Items (AI) or Aggression Catalyzers (AC) are identified within the text.,0,1,0,1
,3832,Candidates around the country are on notice. If you vote to: ❌ fund the president's anti-immigrant agenda ❌ increase mass incarceration ❌ gut #NetNeutrality ❌ give the president a blank check to declare war  ACLU voters will remember on Election Day. https://t.co/aCepSUyYIm,"Based on the mentioned categories, the total score would be calculated as follows:

Aggressive Items (AI):
- We have identified two AI categories: Aggressive Verbal Phrases and Controversial Content. Hence, 2*1 = 2 points.

Aggression Catalyzers (AC):
- One AC category: Imperative Sentences has been identified. Hence, 1*0.5 = 0.5 points.

Combining the scores together, the total is therefore 2 (for AI) + 0.5 (for AC) = 2.5 points.",2,1,2,1
,814,"Illegal immigration sidelines at least 5 million marginalized Americans and their families, including many who are now struggling with opioid addictions.The huge influx of cheap labor has helped to stall Americans’ wages since the 1970s https://t.co/eRsjOpu1hw","Points Calculation:

Aggressive Items (AI):
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point

Aggression Catalyzers (AC):
- Strong Expressions: 0.5 points

Total Points: 3.5 points.",2,1,1,1
,6874,Congratulations to Juan Lara Reyes on his new 2018 Loaded Ram 1500! We greatly appreciate your business!! Hope you enjoy your new ride!!!,"Since no AI or AC categories were identified in the text, the total score is 0.",0,1,0,1
,7938,"Today I said 'all men are trash' to my coworkers and some girl said 'not ALL men' yes boo, even ya sketchy bf u met… https://t.co/FBcGotlrkf","Total points for AI categories: 1 (Aggressive Determiner/Noun Phrases) + 1 (Aggressive Verbal Phrases) + 1 (Controversial Content) = 3 points

Total points for AC categories: 0.5 (Strong Expressions) + 0.5 (Ironic Expressions) = 1 point

Hence, the total points = AI categories points + AC categories points = 3 + 1 = 4 points.",2,1,1,1
,7906,"Not all men. Rather, all men and women - - and journalists - - working in Hollywood.",The total points based on the identified categories in the text is 0.,0,1,2,1
,2253,ISIS jihadists' transfer could bring new migrant crisis https://t.co/MiC8kistlw,"Based on the identified categories in the text and the provided points assignment rules:

- For Aggressive Items (AI): there are two subcategories identified
  - Aggressive Determiner/Noun Phrases: 1 point
  - Aggressive Verbal Phrases: 1 point

- For Aggression Catalyzers (AC): no category identified, so 0 points.

This gives a total score of 2 points.",2,1,0,0
,9037,"@AnnCoulter @DonaldJTrumpJr If anyone would know about hysterical women, it would be you btch","Based on the points assignment rules, the Aggressive Items (AI) categories are:

- Aggressive Verbal Phrases: 1 point
- Aggressive Determiner/Noun Phrases: 1 point

No Aggression Catalyzers (AC) categories have been identified.

Therefore, the total points are 1 (for Aggressive Verbal Phrases) + 1 (for Aggressive Determiner/Noun Phrases) = 2 points.",2,1,2,1
,8115,The most filled with misogyny (calling women hysterical for the #MeToo movement) and victim blaming s*it. Why does… https://t.co/nfCJ71Ris3,"The total points would be 2.5. Calculation: 

AI Categories: 2 (1 point each for Aggressive Noun Phrases and Controversial Content)

AC Categories: 0.5 (1 point for Rhetorical Questions category)

So, 2 (from AI categories) + 0.5 (from AC categories) = 2.5 total points.",2,1,2,1
,1239,Two migrants die on boat left adrift by Libya coast guard: charity https://t.co/JhVtRHteat,The total score is 0.,0,1,0,1
,4488,"@NRC_HoA  and @ITCnews launch a project to provide income for youth, #refugees in #Kenya https://t.co/7iMl3E2W5E #WithRefugees @NRC_Norway @UNHCR_Kenya @Refugees @refugeeaffairs @tyrusmaina @drckenya",The total points would be 0 as the analyzed text does not contain any Aggressive Items (AI) or Aggression Catalyzers (AC) categories.,0,0,0,0
,8091," men get angry and they are passionate and firm, women get angry & they are hysterical and emotional' @SophiaBush @SheSummitWeek #HowWeRise","The total points based on the identified categories would be:

For AI Categories:
- 1 point for the Aggressive Adjective Phrases
- 1 point for the Controversial Content

No points are awarded for AC Categories since there were none identified in the text.

Therefore, the total score would be 2 points.",2,1,2,1
,4143,@MailOnline Guess who will not be elected if they do not stop immigration now blame Germany the bankrupt country blame lies at their door,"Total points:

AI categories:
- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point
- Counter-Factual Expression About People: 0.5 point

AC categories:
- Rhetorical Questions: 0.5 point
- Imperative Sentences: 0.5 point
- Strong Expressions: 0.5 point

Total points = 1 (Aggressive Verbal Phrases) + 1 (Controversial Content) + 0.5 (Counter-Factual Expression About People) + 0.5 (Rhetorical Questions) + 0.5 (Imperative Sentences) + 0.5 (Strong Expressions) = 4 points.",2,1,2,1
,1384,"Aren't u one of the low life scum who defends people bringing fentanyl into this country from Mexico?Sorry, but I won't apologize for being MORE concerned abt the 70,000 ppl dying from drug overdoses than people sneaking into the country illegally#BuildTheWall #BuildThatWall","Based on the identified categories, the total points would be:

Aggressive Items (AI):
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Aggressive Adjective Phrases: 1 point
- Controversial Content: 1 point
- Counter-Factual Expressions About People: 0.5 points

Total AI points: 4.5 points

Aggression Catalyzers (AC):
- Aggressive Adverbial Phrases: 0.5 points
- Strong Expressions: 0.5 points
- Rhetorical Questions: 0.5 points
- Imperative Sentences: 0.5 points

Total AC points: 2 points

Total Points: 4.5 (AI) + 2 (AC) = 6.5 points.",2,1,2,1
,5596,Fuck off you stupid cunt https://t.co/N5ASjrnHOm,"The total points are calculated as follows:

- AI categories: 2 occurrences * 1 point each = 2 points
- AC categories: 1 occurrence * 0.5 points each = 0.5 points

Total points: 2 + 0.5 = 2.5 points.",2,1,2,1
,2790,Exactly. These migrants don’t want to become German; they just want the hard-earned money of the Getman people. They are not fleeing persecution. #Sendthemback https://t.co/hHW5kzOYuh,"Following the points assignment rules, the total points can be calculated as:

Aggressive Items (AI): 1 point per category
- Aggressive Determiner/Noun Phrases: 1 point
- Aggressive Verbal Phrases: 1 point
- Controversial Content: 1 point
- Counter-Factual Expressions About People: 0.5 points (half the point for the counter-factual expressions category)

Aggression Catalyzers (AC): 0.5 points per category
- Imperative Sentences: 0.5 points

Hence, the total points for identified categories in the text would be:

AI total = 1 + 1 + 1 + 0.5 = 3.5 points
AC total = 0.5 points
Total points = AI total + AC total = 3.5 + 0.5 = 4 points.",2,1,2,1
